ID,NOME AUTORE,URL ULAN O ID AUTORE NON ULAN,RIF. AUTORE,AMBITO CULTURALE,MOTIVAZIONE ATTRIBUZIONE,ALTRE ATTRIBUZIONI: NOME,ALTRE ATTRIBUZIONI: URL ULAN O ID NON ULAN,ALTRE ATTRIBUZIONI: RIF. AUTORE,ALTRE ATTRIBUZIONI: AMBITO CULTURALE,ALTRE ATTRIBUZIONI: MOTIVAZIONE ATTRIBUZIONE,OGGETTO DEFINIZIONE,OGGETTO IDENTIFICAZIONE,OGGETTO CATEGORIA,SOGGETTO,DENOMINAZIONE TRADIZIONALE,TECNICA,LAVORAZIONE,DESCRIZIONE,MISURE,LOCALIZZAZIONE PROVINCIA,LOCALIZZAZIONE COMUNE,URL GEONAMES,LUOGO CONTENITORE,LOCALIZZAZIONE SPECIFICA,LOCALIZZAZIONI PRECEDENTI: TIPO,LOCALIZZAZIONI PRECEDENTI: PROVINCIA,LOCALIZZAZIONI PRECEDENTI: COMUNE,LOCALIZZAZIONI PRECEDENTI: URL GEONAMES,LOCALIZZAZIONI PRECEDENTI: CONTENITORE,LOCALIZZAZIONI PRECEDENTI: SPECIFICA,LOCALIZZAZIONI PRECEDENTI: CRONOLOGIA,COMMISSIONE,DATAZIONE DA,DATAZIONE A,NOTIZIE STORICO CRITICHE,STATO DI CONSERVAZIONE,RESTAURI,OGGETTI IN RELAZIONE,BIBLIOGRAFIA
104,Antonio Campi,http://vocab.getty.edu/page/ulan/500031485,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM18),Giulio Campi,http://vocab.getty.edu/page/ulan/500002728,Bottega,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (M29),statua,,rilievo,San Pietro,,terracotta modellata,patinata,,,CR,Cremona,https://www.geonames.org/3177838/cremona.html,Chiesa delle Sante Margherita e Pelagia,,,,,,,,,,,1547,"La scultura fa parte delle dodici statue di apostoli inserite nelle nicchie lungo le pareti interne della chiesa di Santa Margherita. Giambattista Zaist nel 1774 riferiva l'ideazione dell'intero ciclo plastico a Giulio Campi. Alessandro Nova ha però proposto di individuare un intervento diretto di Antonio Campi (soprattutto considerando che fu il solo della famiglia cremonese a firmarsi ""plasticatore"") e di alcuni suoi collaboratori: come l'autore del più classico, solido e compatto San Pietro",La terracotta è in buono stato di conservazione,,Ciclo di dodici apostoli della Chiesa delle Sante Margherita e Pelagia a Cremona,"M29, 119; AM18 419-420"
105,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Putto ,,terracotta a stampo,,"La formella mostra un putto nudo, ricciuto e con il corpo rivolto verso sinistra  che si arrampica su una  pianta di vite mentre la sua schiena è avvolta da una grande foglia",da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lati Sud e Ovest),,,,,,,,,1450,1470,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un ramo di vite, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. A parere di Elena Caldara si tratterebbe della tipologia più antica di formella con il putto arrampicato prodotta dal cremonese (da lei definita ""tipo A""). Altri esemplari della stessa serie si trovano a: -Cremona, Ospedale di Santa Maria della Pietà, cortile meridionale
-Cremona, Casa in via Araldi Erizzo 14
-Castelleone (CR), Santa Maria in Bressanoro
-Cremona, Vicolo Cortese,1 
-Cremona, Museo Civico Ala Ponzone
-Pavia, Musei Civici
-Busseto (PR), chiesa diSanta Maria degli Angeli (portale rosone e finestra)
-Treviglio (BG), chiesa di San Martino (finestra)",,,Putto tra i tralci tipo A,"AP28, 6"
106,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Tralci di vite,,terracotta a stampo,,La formella mostra la porzione di un piccolo braccio rivolto verso destra che si aggrappa su un tralcio di vite con un grappolo e una grande foglia,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lati Sud e Ovest),,,,,,,,,1450,1470,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un putto arrampicato su un ramo di vite, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. Potrebbe trattarsi della tipologia più antica di questa composizione decorativa che avrà grande fortuna anche declinata in altre varianti. Altri esemplari della stessa serie si trovano a: -Cremona, Ospedale di Santa Maria della Pietà, cortile meridionale
-Cremona, Casa in via Araldi Erizzo 14
-Castelleone (CR), Santa Maria in Bressanoro
-Cremona, Vicolo Cortese,1 
-Cremona, Museo Civico Ala Ponzone
-Pavia, Musei Civici
-Busseto (PR), chiesa diSanta Maria degli Angeli (portale rosone e finestra)
-Treviglio (BG), chiesa di San Martino (finestra)",,,Putto tra i tralci tipo A,"AP28, 6"
107,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Putto ,,terracotta a stampo,,"La formella mostra un putto nudo, ricciuto e con il corpo rivolto verso destra  che si arrampica su una  pianta di vite mentre la sua schiena è avvolta da una grande foglia",da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lati Sud e Ovest),,,,,,,,,1450,1470,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un ramo di vite, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. A parere di Elena Caldara si tratterebbe della tipologia più antica di formella con il putto arrampicato prodotta dal cremonese (da lei definita ""tipo A""). Altri esemplari della stessa serie si trovano a: -Cremona, Ospedale di Santa Maria della Pietà, cortile meridionale
-Cremona, Casa in via Araldi Erizzo 14
-Castelleone (CR), Santa Maria in Bressanoro
-Cremona, Vicolo Cortese,1 
-Cremona, Museo Civico Ala Ponzone
-Pavia, Musei Civici
-Busseto (PR), chiesa diSanta Maria degli Angeli (portale rosone e finestra)
-Treviglio (BG), chiesa di San Martino (finestra)",,,Putto tra i tralci tipo A,"AP28, 6"
108,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Tralci di vite,,terracotta a stampo,,La formella mostra la porzione di un piccolo braccio rivolto verso sinistra che si aggrappa su un tralcio di vite con un grappolo e una grande foglia,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lati Sud e Ovest),,,,,,,,,1450,1470,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un putto arrampicato su un ramo di vite, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. Potrebbe trattarsi della tipologia più antica di questa composizione decorativa che avrà grande fortuna anche declinata in altre varianti. Altri esemplari della stessa serie si trovano a: -Cremona, Ospedale di Santa Maria della Pietà, cortile meridionale (1450-1457)
-Cremona, Casa in via Araldi Erizzo 14
-Castelleone (CR), Santa Maria in Bressanoro
-Cremona, Vicolo Cortese,1 
-Cremona, Museo Civico Ala Ponzone
-Pavia, Musei Civici
-Busseto (PR), chiesa diSanta Maria degli Angeli (portale rosone e finestra)
-Treviglio (BG), chiesa di San Martino (finestra)",,,Putto tra i tralci tipo A,"AP28, 6"
109,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Putto ,,terracotta a stampo,,"La formella mostra un putto nudo, ricciuto, con due larghe ali e con il corpo rivolto verso sinistra che si arrampica su una pianta di vite da cui emergono una foglia e due viticci",cm 30x20,PR,Busseto,https://www.geonames.org/3181364/busseto.html,Collegiata di San Bartolomeo Apostolo,,,,,,,,,,1470,1490,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un ramo di vite, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. A parere di Elena Caldara si tratterebbe di una variante della prima formella con il putto arrampicato prodotta dal cremonese (da lei definita """"tipo B1""""). Altri esemplari della stessa serie si trovano a: 
-Lodi, Palazzo Mozzanica (ultime tre finestre di destra della fronte principale)
-Cortemaggiore (PC), chiesa di San Giuseppe (facciata)
-Milano, Museo d’arte antica
-Borghetto Lodigiano (LO), Palazzo Rho (finestre)
-Varese, Musei Civici di Villa Mirabello (già in Palazzo Grifi)
-Cremona, chiesa di San Luca a Cremona (rosone)
-Cremona, Museo Civico Ala Ponzone
-Cremona, Museo del Seminario Vescovile
-Pavia, raccolta Radlinski
-Busseto (PR), Vecchio Palazzo Comunale Busseto (finestre del primo piano)
-Busseto (PR), casa Zaniboni-Cavalli (fregio del secondo piano)
-Zibello (PR), chiesa dei Santi Gervaso e Protaso a Zibello (rosone)
-Crema (CR), Via Cesare Battisti 2
-Viadana (MN), Museo Civico Antonio Parazzi",,,Putto tra i tralci tipo B1,"AP28, 6; AM 19 233 nota 122"
110,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Tralci di vite,,terracotta a stampo,,La formella mostra un ramo di vite da cui protendono verso sinistra due grappoli  e una grande foglia,cm 30x20,PR,Busseto,https://www.geonames.org/3181364/busseto.html,Collegiata di San Bartolomeo Apostolo,,,,,,,,,,1470,1490,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un putto arrampicato su un ramo di vite, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. Potrebbe trattarsi di una variante della tipologia più antica di questa composizione. Altri esemplari della stessa serie si trovano a:
-Lodi, Palazzo Mozzanica (ultime tre finestre di destra della fronte principale)
-Cortemaggiore (PC), chiesa di San Giuseppe (facciata)
-Milano, Museo d’arte antica
-Borghetto Lodigiano (LO), Palazzo Rho (finestre)
-Varese, Musei Civici di Villa Mirabello (già in Palazzo Grifi)
-Cremona, chiesa di San Luca a Cremona (rosone)
-Cremona, Museo Civico Ala Ponzone
-Cremona, Museo del Seminario Vescovile
-Pavia, raccolta Radlinski
-Busseto (PR), Vecchio Palazzo Comunale Busseto (finestre del primo piano)
-Busseto (PR), casa Zaniboni-Cavalli (fregio del secondo piano)
-Zibello (PR), chiesa dei Santi Gervaso e Protaso a Zibello (rosone)
-Crema (CR), Via Cesare Battisti 2
-Viadana (MN), Museo Civico Antonio Parazzi",,,Putto tra i tralci tipo B1,"AP28, 6; AM 19 233-234 nota 122"
111,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Putto ,,terracotta a stampo,,"La formella mostra un putto nudo, ricciuto, con due larghe ali e con il corpo rivolto verso destra che si arrampica su una pianta di vite da cui emergono una foglia e due viticci",cm 30x20,PR,Busseto,https://www.geonames.org/3181364/busseto.html,Collegiata di San Bartolomeo Apostolo,,,,,,,,,,1470,1490,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un ramo di vite, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. A parere di Elena Caldara si tratterebbe di una variante della prima formella con il putto arrampicato prodotta dal cremonese (da lei definita """"tipo B1""""). Altri esemplari della stessa serie si trovano a: 
-Lodi, Palazzo Mozzanica (ultime tre finestre di destra della fronte principale)
-Cortemaggiore (PC), chiesa di San Giuseppe (facciata)
-Milano, Museo d’arte antica
-Borghetto Lodigiano (LO), Palazzo Rho (finestre)
-Varese, Musei Civici di Villa Mirabello (già in Palazzo Grifi)
-Cremona, chiesa di San Luca a Cremona (rosone)
-Cremona, Museo Civico Ala Ponzone
-Cremona, Museo del Seminario Vescovile
-Pavia, raccolta Radlinski
-Busseto (PR), Vecchio Palazzo Comunale Busseto (finestre del primo piano)
-Busseto (PR), casa Zaniboni-Cavalli (fregio del secondo piano)
-Zibello (PR), chiesa dei Santi Gervaso e Protaso a Zibello (rosone)
-Crema (CR), Via Cesare Battisti 2
-Viadana (MN), Museo Civico Antonio Parazzi",,,Putto tra i tralci tipo B1,"AP28, 6; AM 19 233-234 nota 122"
112,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Tralci di vite,,terracotta a stampo,,La formella mostra un ramo di vite da cui protendono verso destra due grappoli  e una grande foglia,cm 30x20,PR,Busseto,https://www.geonames.org/3181364/busseto.html,Collegiata di San Bartolomeo Apostolo,,,,,,,,,,1470,1490,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un putto arrampicato su un ramo di vite, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. Potrebbe trattarsi di una variante della tipologia più antica di questa composizione. Altri esemplari della stessa serie si trovano a:
-Lodi, Palazzo Mozzanica (ultime tre finestre di destra della fronte principale)
-Cortemaggiore (PC), chiesa di San Giuseppe (facciata)
-Milano, Museo d’arte antica
-Borghetto Lodigiano (LO), Palazzo Rho (finestre)
-Varese, Musei Civici di Villa Mirabello (già in Palazzo Grifi)
-Cremona, chiesa di San Luca a Cremona (rosone)
-Cremona, Museo Civico Ala Ponzone
-Cremona, Museo del Seminario Vescovile
-Pavia, raccolta Radlinski
-Busseto (PR), Vecchio Palazzo Comunale Busseto (finestre del primo piano)
-Busseto (PR), casa Zaniboni-Cavalli (fregio del secondo piano)
-Zibello (PR), chiesa dei Santi Gervaso e Protaso a Zibello (rosone)
-Crema (CR), Via Cesare Battisti 2
-Viadana (MN), Museo Civico Antonio Parazzi",,,Putto tra i tralci tipo B1,"AP28, 6; AM 19 233-234 nota 122"
113,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Putto ,,terracotta a stampo,,"La formella mostra un putto nudo, ricciuto, con due larghe ali e con il corpo rivolto verso sinistra che si arrampica su un ramo di quercia",da verificare,LO,Lodi,https://www.geonames.org/6540114/lodi.html,Palazzo Mozzanica,le prime tre finestre di sinistra sulla facciata principale e nell’unica finestra del lato sinistro,,,,,,,,,1470,1490,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un ramo di quercia, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. A parere di Elena Caldara (che definisce questa tipologia B2) si tratterebbe di una variante della formella con il putto arrampicato sul ramo di vite . Altri esemplari della stessa serie si trovano a:
-Soncino (CR), Palazzo Azzanelli (finestre del primo piano)
-Fiorenzuola D’Arda (PC), Palazzo Grossi
-Milano, Museo d’arte antica
",,,Putto arrampicato su una quercia B2,"AP28, 6; AM 19 233-234 nota 122"
114,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Rami di quercia,,terracotta a stampo,,La formella mostra un ramo di vite da cui protendono verso sinistra foglie e ghiande di quercia,da verificare,LO,Lodi,https://www.geonames.org/6540114/lodi.html,Palazzo Mozzanica,le prime tre finestre di sinistra sulla facciata principale e nell’unica finestra del lato sinistro,,,,,,,,,1470,1490,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un putto arrampicato su un ramo di quercia, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. Potrebbe trattarsi di una variante della tipologia più antica con il ramo di vite. Altri esemplari della stessa serie si trovano a:
-Soncino (CR), Palazzo Azzanelli (finestre del primo piano)
-Fiorenzuola D’Arda (PC), Palazzo Grossi
-Milano, Museo d’arte antica
",,,Putto arrampicato su una quercia B2,"AP28, 6; AM 19 233-234 nota 122"
115,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Putto ,,terracotta a stampo,,"La formella mostra un putto nudo, ricciuto, con due larghe ali e con il corpo rivolto verso destra che si arrampica su un ramo di quercia",da verificare,LO,Lodi,https://www.geonames.org/6540114/lodi.html,Palazzo Mozzanica,le prime tre finestre di sinistra sulla facciata principale e nell’unica finestra del lato sinistro,,,,,,,,,1470,1490,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un ramo di quercia, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. A parere di Elena Caldara (che definisce questa tipologia B2) si tratterebbe di una variante della formella con il putto arrampicato sul ramo di vite . Altri esemplari della stessa serie si trovano a: 
-Soncino (CR), Palazzo Azzanelli (finestre del primo piano)
-Fiorenzuola D’Arda (PC), Palazzo Grossi
-Milano, Museo d’arte antica
",,,Putto arrampicato su una quercia B2,"AP28, 6; AM 19 233-234 nota 122"
116,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP28),,,,,,formella architettonica,serie,rilievo,Rami di quercia,,terracotta a stampo,,La formella mostra un ramo di vite da cui protendono verso destra foglie e ghiande di quercia,da verificare,LO,Lodi,https://www.geonames.org/6540114/lodi.html,Palazzo Mozzanica,le prime tre finestre di sinistra sulla facciata principale e nell’unica finestra del lato sinistro,,,,,,,,,1470,1490,"Il rilievo seriale, di cui esiste anche la versione speculare e pensato per combaciare con un altra formella a stampo raffigurante un putto arrampicato su un ramo di quercia, è stato ideato dalla bottega di Rinaldo de Staulis come decorazione architettonica. Potrebbe trattarsi di una variante della tipologia più antica con il ramo di vite. Altri esemplari della stessa serie si trovano a: 
-Soncino (CR), Palazzo Azzanelli (finestre del primo piano)
-Fiorenzuola D’Arda (PC), Palazzo Grossi
-Milano, Museo d’arte antica
",,,Putto arrampicato su una quercia B2,"AP28, 6; AM 19 233-234 nota 122"
117,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AM7),,,,,,formella architettonica,serie,rilievo,Angelo,,terracotta a stampo,,"Il rilievo che ritae un busto di Angelo con le mani incrociate sul petto è composto da cinque elementi componibili: la testa, la parte superiore delle spalle, le braccia e le due ali",da verificare,CR,Castelleone,https://www.geonames.org/3179636/castelleone.html,Chiesa di Santa Maria in Bressanoro,,,,,,,,,,1460,1469,"Il rilievo seriale è frutto di un'invenzione di Rinaldo de Staulis utilizzata forse per la prima volta per le decorazioni esterne di Santa Maria in Bressanoro. Della stessa tipologia sono noti diversi esemplari conservati a: -Viadana (MN), Museo Civico Antonio Parazzi (solo la testa)
-Crema (CR), Museo Civico (solo il busto)
-Mantova, Palazzo Ducale (solo il busto)
-Mantova, Collezione privata
-Pavia, raccolta Radlinski (dall’Ospedale di San Matteo)
-Pavia, chiesa di Santa Maria di Canepanova (chiostro)
",,,,"AM7, 358-360"
118,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP3),,,,,,formella architettonica,serie,rilievo,Angelo,,terracotta a stampo,,"Il rilievo ritrae un angelo ricciuto a figura intera con una lunga veste, le mani giunte e le gambe rivolte verso sinistra",cm 48x20x5,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,"Il rilievo seriale, di cui esiste anche una versione speculare, è stato ideato da Rinaldo de Staulis per decorare gli archi dei lati sud e ovest del chiostro grande della Certosa di Pavia. Si conservano altri esemplari a: -Crema, Museo Civico di Crema e del Cremasco (lascito Terni de Gregory)",,,"Angelo in preghiera di Rinaldo de Staulis, chiostro grande della Certosa di Pavia","AP3, 50"
119,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP3),,,,,,formella architettonica,serie,rilievo,Angelo,,terracotta a stampo,,"Il rilievo ritrae un angelo ricciuto a figura intera con una lunga veste, le mani giunte e le gambe rivolte verso destra",cm 48x20x5,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,"Il rilievo seriale, di cui esiste anche una versione speculare, è stato ideato da Rinaldo de Staulis per decorare gli archi dei lati sud e ovest del chiostro grande della Certosa di Pavia.",,,"Angelo in preghiera di Rinaldo de Staulis, chiostro grande della Certosa di Pavia","AP3, 50"
120,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,statua,serie,rilievo,Angelo,,terracotta a stampo,,"La terracotta, composta da 9 blocchi (4 per il corpo, 1 per la testa e 4 per le ali), ritrae un angelo a figura intera con le ali spiegate intento a leggere un libro",da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,"La figura seriale è stata ideata da Rinaldo de Staulis per decorare la terminazione degli archi dei lati sud e ovest del chiostro grande della Certosa di Pavia. Appartengono alla stessa serie anche gli Angeli collocati a: Castelleone (CR), chiesa di Santa Maria in Bressanoro
-Milano, Museo Bagatti Valsecchi (tre esemplari inserite in nicchie)
-Crema (CR), Museo Civico di Crema e del Cremasco, lascito Terni de Gregory (solo la testa)
-Cremona, Museo Civico Ala Ponzone (due teste)
",,,,"AP7, 67"
121,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,formella architettonica,serie,rilievo,Angelo,,terracotta a stampo,,La formella triangolare mostra il busto di un angelo  rivolto verso destra con le mani incrociate sul petto,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,"Il rilievo seriale, di cui esiste anche una versione speculare, è stato ideato da Rinaldo de Staulis per decorare i pennacchi degli archi dei lati sud e ovest del chiostro grande della Certosa di Pavia",,,,"AP7, 64-65"
122,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,formella architettonica,serie,rilievo,Angelo,,terracotta a stampo,,La formella triangolare mostra il busto di un angelo  rivolto verso sinistra con le mani incrociate sul petto,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,"Il rilievo seriale, di cui esiste anche una versione speculare, è stato ideato da Rinaldo de Staulis per decorare i pennacchi degli archi dei lati sud e ovest del chiostro grande della Certosa di Pavia",,,,"AP7, 64-65"
123,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,formella architettonica,serie,rilievo,Testa di putto,,terracotta a stampo,,Il rilievo costituisce un peduccio con una voluta sotto cui emerge la testa di un putto ricciuto,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,Il rilievo seriale è stato ideato da Rinaldo de Staulis per decorare il fregio dei lati sud e ovest del chiostro grande della Certosa di Pavia,,,,"AP7, 64-65"
124,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,formella architettonica,serie,rilievo,Grappolo d'uva e uccello,,terracotta a stampo,,Il rilievo mostra un grande grappolo d'uva e un uccello ad ali spiegate inteno a mangiarne i chicchi,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,Il rilievo seriale è stato ideato da Rinaldo de Staulis per decorare il fregio dei lati sud e ovest del chiostro grande della Certosa di Pavia. La formella viene completata da un ulteriore decorazione a stampo che raffigura una foglia di vite,,,,"AP7, 64-65"
125,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,formella architettonica,serie,rilievo,Grande foglia di vite,,terracotta a stampo,,Il rilievo mostra una grande foglia di vite,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,Il rilievo seriale è stato ideato da Rinaldo de Staulis per decorare il fregio dei lati sud e ovest del chiostro grande della Certosa di Pavia. La formella viene completata da un ulteriore decorazione a stampo che raffigura un grappolo d'uva e un uccello  ,,,,"AP7, 64-65"
126,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,formella architettonica,serie,rilievo,Ghirlanda con iscrizione,,terracotta a stampo,,Il rilievo mostra una girlanda di foglie e frutti trattenuta da un nastro su cui corre l'iscrizione AVE GRA,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,Il rilievo seriale è stato ideato da Rinaldo de Staulis per decorare gli archi dei lati sud e ovest del chiostro grande della Certosa di Pavia ,,,,"AP7, 64-65"
127,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,formella architettonica,serie,rilievo,Peduccio con cherubino,,terracotta a stampo,,Il rilievo mostra un grande peduccio ornato da volute fitomorfe in cui è inscritto un cherubino,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro grande (lati Sud e Ovest),,,,,,,,,1465,1480,Il rilievo seriale è stato ideato da Rinaldo de Staulis per decorare le terminazioni degli archi dei lati sud e ovest del chiostro grande della Certosa di Pavia ,,,,"AP7, 64-65"
128,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,fregio,serie,rilievo,Fregio con angioletti e busti clipeati,,terracotta a stampo,,"Il fregio, costituito da più formelle, raffigura due angioletti inginocchiati che si danno le spalle sostenendo una ghirlanda su cui è seduto un ulteriore spiritello inteno a suonare uno strumento musicale. La composizione è intervallata da busti clipeati di uomini e donne",da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lati Sud e Ovest),,,,,,,,,1464,1464,"Il fregio è stato ideato da Rinaldo de Staulis per decorare i lati sud e ovest del chiostro piccolo della Certosa di Pavia. Gli stessi stampi sono stati usati anche per altri contesti: -Cremona, Palazzo Cortese
-Soncino (CR), Palazzo Azzanelli
-Soncino (CR), Palazzo Covi
-Crema (CR), Museo Civico di Crema e del Cremasco, lascito Terni de Gregory (frammenti)
",,,,"AP7, 63-65"
129,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,formella architettonica,serie,rilievo,Testa di putto,,terracotta a stampo,,Il rilievo costituisce un peduccio con una voluta sotto cui emerge la testa di un putto ricciuto,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lati Sud e Ovest),,,,,,,,,1465,1464,"Il rilievo seriale è stato ideato da Rinaldo de Staulis per decorare, insieme ad altre formelle con elementi vegetali, il fregio dei lati sud e ovest del chiostro piccolo della Certosa di Pavia",,,,"AP7, 64-65"
130,Rinaldo de Staulis,3,,"Scuola italiana, scuola lombarda, scuola cremonese",Bibliografia (AP7),,,,,,rilievo,,rilievo,Profeta,,terracotta modellata,,Il rilievo mostra un Profeta barbuto e con i capelli lunghi attorti che indossa un grande cappello e trattiene un cartiglio,da verificare,PV,Pavia,https://www.geonames.org/3171366/pavia.html,Certosa di Pavia,chiostro piccolo (lato Sud),,,,,,,,,1465,1464,Come ha dimostrato Matteo Facchi il Profeta è stato modellato da Rinaldo de Staulis,La terracotta ha perduto la cromia ma è in buono stato di conservazione,,,"AP7, 66"
